n,instance_seed,opt_cost,opt_time_sec,sa_best_cost,sa_avg_cost,sa_avg_time_sec,aco_best_cost,aco_avg_cost,aco_avg_time_sec,sa_best_ratio,sa_avg_ratio,aco_best_ratio,aco_avg_ratio
10,1,3447.695686296601,0.002307299990206957,3447.69568629655,3457.326093796525,0.09436524000484496,3447.6956862965994,3447.6956862966,0.03757434000726789,0.9999999999999852,1.0027932881484296,0.9999999999999996,0.9999999999999998
10,2,3011.0839015200445,0.0020860000513494015,3011.083901519989,3013.628941611331,0.09111274001188577,3011.0839015200436,3011.083901520044,0.03909453998785466,0.9999999999999816,1.0008452239042565,0.9999999999999997,0.9999999999999999
10,3,3047.99741406053,0.003632300067692995,3047.9974140604913,3059.876297707072,0.09386484001297504,3047.997414060529,3047.997414060529,0.03792714001610875,0.9999999999999873,1.0038972748440482,0.9999999999999997,0.9999999999999997
12,1,3626.7119997487343,0.013481700094416738,3683.909446426266,3845.4287282782925,0.0907183000119403,3626.7119997487334,3626.711999748734,0.06459392001852393,1.0157711576440298,1.06030716763413,0.9999999999999998,0.9999999999999999
12,2,3113.5896776752643,0.012359400046989322,3190.8271543087158,3278.727088411366,0.09099945998750628,3113.589677675263,3113.589677675264,0.06627189998980612,1.0248065688254466,1.0530376278930242,0.9999999999999996,0.9999999999999999
12,3,3103.0436427627765,0.012983600026927888,3162.2856831409554,3301.278523103836,0.0898527599638328,3103.0436427627756,3103.043642762776,0.06512462000828237,1.0190915910951974,1.0638840129765506,0.9999999999999997,0.9999999999999999
14,1,3800.680996212786,0.07271860004402697,3933.338823271353,4381.727832251133,0.08665316000115127,3800.6809962127845,3800.6809962127845,0.10129177998751401,1.0349036994135405,1.1528796646225599,0.9999999999999997,0.9999999999999997
14,2,3438.8051371929323,0.06593190005514771,3678.3326594736873,3851.4367214331173,0.08718821997754275,3438.8051371929314,3438.8051371929314,0.10272342001553625,1.0696542876739679,1.119992720662565,0.9999999999999998,0.9999999999999998
14,3,3233.6678316888,0.06374339992180467,3565.6707224322795,4007.666477948099,0.08752623999025673,3233.6678316887987,3233.667831688799,0.10199434002861381,1.102670684814924,1.23935626246901,0.9999999999999996,0.9999999999999997
