n,instance_seed,opt_cost,opt_time_sec
10,1,3447.695686296601,0.002307299990206957
10,2,3011.0839015200445,0.0020860000513494015
10,3,3047.99741406053,0.003632300067692995
12,1,3626.7119997487343,0.013481700094416738
12,2,3113.5896776752643,0.012359400046989322
12,3,3103.0436427627765,0.012983600026927888
14,1,3800.680996212786,0.07271860004402697
14,2,3438.8051371929323,0.06593190005514771
14,3,3233.6678316888,0.06374339992180467
